id,Author,Text,User Location,Country_Code,Tweet Country,created_at
1374311341666799616,johncorden47," : If you care for a loved one and you're eligible for the Covid-19 vaccine, you can now book online or by calling 119",coventry,None,None,2021-03-23 10:45:31
1374311343189151745,asiatimesonline,"Rapid spread of new Covid-19 variants, snail-paced vaccine rollout and enduring economic distress all point to Fili… ",Asia,None,None,2021-03-23 10:45:32
1374311343168311298,Imperial_Stats,A year in review: Imperial's COVID-19 Response Team has spent over a year tracking the trajectory of the coronaviru… ,"London, UK",None,None,2021-03-23 10:45:32
1374311342899875842,PakinUSA,"Rep. Tom Souzzi lauded the contributions of the Pakistani-American diaspora, particularly medical professionals and… ","Washington, D.C.",None,None,2021-03-23 10:45:32
1374311346997714944,KeaMotlokwa," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",South Africa,None,None,2021-03-23 10:45:33
1374311347148689411,amongmaple, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,,None,None,2021-03-23 10:45:33
1374311348444741640,bazyjonesy," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",,None,None,2021-03-23 10:45:33
1374311351124889602,_Zubane, : Social Work lecturer Dr Maud Mthembu led a team that wrote an isiZulu children’s book about COVID-19 Uhambo lwami ngesikhathi…,Zululand,None,None,2021-03-23 10:45:34
1374311354232868866,Howlark1,This,,None,None,2021-03-23 10:45:34
1374311354606231556,jtower3653, : #BREAKING: AstraZeneca likely provided an “incomplete view of efficacy data” on COVID-19 vaccine from a large scale U.S. t…,East Millinocket Maine,None,None,2021-03-23 10:45:35
1374311357701447681,ThisisRaysBlog," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…",,None,None,2021-03-23 10:45:35
1374311360436318208,DumbNecromancer, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Denmark,None,None,2021-03-23 10:45:36
1374311361463848962,TayEmpress," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:45:36
1374311367205879808,renukamendiss," : Thread: For , I looked at recent all-cause mortality data from Kerala (which showeddeaths in 2020) and Mumbai (wh…",Toronto,None,None,2021-03-23 10:45:38
1374311368233390080,nicoalameh, _tx: We just announced that the Philippines has secured 7 million additional doses of our COVID-19 vaccine through a new supply…,Araby,None,None,2021-03-23 10:45:38
1374311369684697088,RefugeesUganda," : Thanks to the , , refugees like Samuel Kwai, a nurse at Koro Health Centre, Bidibidi refugee sett…","Sir Apollo Kagwa Road, Old Kla",None,None,2021-03-23 10:45:38
1374311373681930244,Sunfly111," : Exclusive: Care home staff to face compulsory Covid vaccination.
Write your MP. 
The COVID-19 vaccines DO NOT STOP TRANSMISSION…",,None,None,2021-03-23 10:45:39
1374311375212716033,honeybe02577966," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patient…","Dubai, United Arab Emirates",None,None,2021-03-23 10:45:39
1374311376072679426,50Billionz," : Female Hormone Progesterone Could Save Men From COVID-19 Death, Study Claims     ",,None,None,2021-03-23 10:45:40
1374311376278204417,allohio1974," _kell: AstraZeneca may have used ""outdated information"" in the results of a large-scale COVID-19 vac trial, a U.S. health agency sai…","Ohio, USA",None,None,2021-03-23 10:45:40
1374311376345313282,stipphein, : Big day today - the FLCCC Alliance Ivermectin manuscript had its expert peer-review accepted for publication! Sanity reigns…,"Cape Town, South Africa",None,None,2021-03-23 10:45:40
1374311377574096896,MinZaw23443379," : We should be dealing with the COVID-19 pandemic but no, dictators of the region saw the timing as an opportunity to se…",,None,None,2021-03-23 10:45:40
1374311378777870339,RandomGuyxoxo," : News: duque blames improper wearing of face masks, face shields for Covid-19 surge.

In other news: ",Probably Saturn or Pluto,None,None,2021-03-23 10:45:40
1374311379335843845,redgeo,"Facing COVID-19 outbreaks and privatization, oil workers shut down refineries in Brazil ","Scotland, United Kingdom",None,None,2021-03-23 10:45:40
1374311379595882497,seanmbarrett,"Americans gained weight after being told to stay out of public places during the COVID-19 pandemic, according to a… ","Houston, TX",US,United States,2021-03-23 10:45:41
1374311379918798855,renalberich, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,chez moi,None,None,2021-03-23 10:45:41
1374311381957230600,elisdylan,Death rates would’ve been even worse if he’d been allowed to rule us all,🏴󠁧󠁢󠁷󠁬󠁳󠁿/manchester,None,None,2021-03-23 10:45:41
1374311383379161097,bethyyyclyro, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Edinburgh, Scotland",None,None,2021-03-23 10:45:41
1374311385304207361,chiragjogi_GJ, : India has crossed 1 Crore milestone in COVID-19 tests with 1105 labs operational across the Nation. #IndiaFightsCorona  …,"Anand, India",None,None,2021-03-23 10:45:42
1374311387128807425,pharmercologist," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Baltimore, MD",None,None,2021-03-23 10:45:42
1374311388475183107,ThirdSpaceMin," : Join us at 6pm tonight, 23rd March, as we pray together as community on Facebook live to mark a year since the start of th…",,None,None,2021-03-23 10:45:43
1374311389733457923,Greenald_, : friendly reminder that men who have sex with men aren’t allowed to donate blood unless they’ve been abstinent for 3 months (…,,None,None,2021-03-23 10:45:43
1374311390123499527,jaarapoc,*through a new supply agreement with the PRIVATE SECTOR*,"Carrington, New South Wales",None,None,2021-03-23 10:45:43
1374311390421393408,1057News,"UPPER CUMBERLAND AND TENNESSEE VALLEY COVID-19 REPO – MONDAY, MARCH 22, 2021 ","Crossville, TN",None,None,2021-03-23 10:45:43
1374311391302144003,fabianacecin, : FUN FACT FOLKS:  America’s billionaires saw their net worth increase by nearly 45% over the last 12 months while tens of…,"Blumenau, SC, Brazil",None,None,2021-03-23 10:45:43
1374311392778579969,jurisdigest,"Nigeria Records 131 New COVID-19 Infections, Total Now 161,868 ",Nigeria,None,None,2021-03-23 10:45:44
1374311397727875081,kashmirobserver,School Closed For 5-Days After 9 Students Test Positive For Covid-19 ,"Srinagar, Kashmir",None,None,2021-03-23 10:45:45
1374311399212478464,Dospueb1Rosalyn,I know right,Republic of the Philippines,None,None,2021-03-23 10:45:45
1374311399321653253,Chr1sR0berts, Yeah you might be right (I hope you are) but this is the 3rd Coronavirus this century (SARS; MERS;… ,"South East, England",None,None,2021-03-23 10:45:45
1374311399560712195,tkenewskashmir,Cabinet approves covid-19 vaccination for all above 45 years ,"Srinagar, India",None,None,2021-03-23 10:45:45
1374311404619055108,labourunionsuk," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",United Kingdom,None,None,2021-03-23 10:45:46
1374311404551995395,thetrooper9220," : Michigan has the second-highest number of cases of the COVID-19 B.1.1.7 variant in the U.S., leading some public health ex…",https://youtu.be/IrwdjrtNkuw,None,None,2021-03-23 10:45:46
1374311404610621442,makoto_au_japon,This is a long read but excellent and worth your time. Read it and you'll understand why I'm angry and why this gov… ,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:45:46
1374311407500591105,DavidTracey18, : At 12 noon we will be marking this National #DayOfReflection by observing a minute's silence to remember and celebrate the…,"The Grove, Stockport, England",None,None,2021-03-23 10:45:47
1374311408683257861,Smitham1986," : COVID-19 - Florence Nightingale Diagrams of Deaths    In Week 10, deaths registered in England and…","Karnataka, India",None,None,2021-03-23 10:45:47
1374311410424016923,alcazar_susan, : Good move by NDA. All above 45+ to get COVID-19 vaccine from April 1.,SE Michigan ,None,None,2021-03-23 10:45:48
1374311413318098946,melkanarek, : Vietnam may produce own Covid-19 vaccines in third quarter ,UK,None,None,2021-03-23 10:45:49
1374311414018498562,glenn182," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",Scotland,None,None,2021-03-23 10:45:49
1374311414437924873,SvenVanHauwe," : Cases of, and deaths from, Covid-19 continue to fall in the State of Texas three weeks after the Governor announced the com…",,None,None,2021-03-23 10:45:49
1374311414836338694,GraduateHard,"On the National #DayofReflection, Croydon remembers all those who have lost their lives during the Covid-19 pandemi… ",India,None,None,2021-03-23 10:45:49
1374311415628976128,makoto_au_japon, : #OneYearOn it is rare to come across a person who hasn’t suffered a Covid-19 loss. Myself included... Praying for bet…,#Japan or #Genève #Geneva 🇨🇭,None,None,2021-03-23 10:45:49
1374311416325419011,DukesEducator,New U.S. COVID-19 cases show weekly uptick for first time since January ,,None,None,2021-03-23 10:45:49
1374311416463773697,devon_omahony," : UPDATE: Covid-19 vaccinations in South (East) Asia

#India: 45,070,000
#Indonesia: 7,880,000
#Bangladesh: 4,760,000
#Nepal: 1,60…",Ireland,None,None,2021-03-23 10:45:49
1374311416065363969,yourcroydon, : How Health Communications Will and Should Be Changed by Covid-19  via  #COVID19 #lockdown2021 …,"Croydon, South London",None,None,2021-03-23 10:45:49
1374311420024795139,smallypaula,"Thanks be to God!

#ADDBiblicalAnswers 
#TruthsFromTheBible 
#GlobalPrayerForHumanity",South London,None,None,2021-03-23 10:45:50
1374311424537849858,peggyodomyahoo1,"#Chipo SE2 Ep 10 is on tonight at 7:30 PM on ZBCTV. Also watch on our YouTube channel. In this episode, Covid-19 is… ",,None,None,2021-03-23 10:45:51
1374311425582059522,jarsagar," : Starting April 01st, anyone above 45 years can get the Covid-19 vaccine. I appeal to all eligible citizens to get vaccinated an…",Burma,None,None,2021-03-23 10:45:51
1374311425800298497,SuzieWarner," :  Officers deserve to expect to come home from work. Heartbreaking.

Hero 51yr old Police Officer Eric Tal…",Bath UK,None,None,2021-03-23 10:45:52
1374311428161597440,kesobells, : We are seeing a shift in the Covid-19 trajectory in South Africa: researcher ,,None,None,2021-03-23 10:45:52
1374311427620618243,TheatreHarare, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Harare, Zimbabwe",None,None,2021-03-23 10:45:52
1374311429407272965,Raghavendrah91, : US federal health officials say results from a US trial of AstraZeneca’s COVID-19 vaccine may have used “outdated information…,"Tumkur / Chitradurga, Karnatak",None,None,2021-03-23 10:45:52
1374311432033071110,Leshasselhikes," : Kogi: Yahaya Bello collected palliatives, must accept COVID-19 vaccines - Dino Melaye - Daily Post Nigeria …",Florida,None,None,2021-03-23 10:45:53
1374311432972554240,men_engage," : More than a thousand Americans needlessly dying of Covid-19 , dozens more dying of gun violence and more than hundred thousand…",,None,None,2021-03-23 10:45:53
1374311435174608899,salmaofumado, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,,None,None,2021-03-23 10:45:54
1374311435854036992,EAngelPhillips3,"_Champagne    _langer  
CUMULATIVE COVID-19 VA… ",,None,None,2021-03-23 10:45:54
1374311436466466816,starwiz_whizboi, : Care providers say a campaign to ‘stand up’ for social care would be a fitting way to mark the first anniversary of th…,somewhere in the 🌐,None,None,2021-03-23 10:45:54
1374311436953001987,Buckeye_Ry, : Nature was healing and we were like lmao jk,"Columbus, OH",None,None,2021-03-23 10:45:54
1374311438936899585,philipvcole1, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Cheltenham, England",None,None,2021-03-23 10:45:55
1374311440627113986,itsmebuc," : In case you missed it, we published our 2020 Annual Report on Friday: 
It records the publication of…",,None,None,2021-03-23 10:45:55
1374311444968275970,OTProfBeth131," : #MEDICINEHEALTH Stay-At-Home Adults Gained Two Pounds a Month During COVID-19 Pandemic, Study …",Glasgow and Edinburgh ,None,None,2021-03-23 10:45:56
1374311447719723008,leomujahid1604, : Lucknow doctor tests positive after completing two-dose course of COVID-19 vaccine. I am so confused! …,,None,None,2021-03-23 10:45:57
1374311448961298434,The_Gay_Gatsby,News18 Evening Digest: Cabinet Approves Covid-19 Vaccinations for Those Above 45 Years From April 1 and Other Top S… ,,None,None,2021-03-23 10:45:57
1374311451473674244,SocSolAdvs, : AstraZeneca may have provided an incomplete view of efficacy data on its COVID-19 vaccine from a large scale trial in the Unit…,,None,None,2021-03-23 10:45:58
1374311451586916355,tres444, : There are now NO active cases of COVID-19 in Victoria! ,The Road Not Taken,None,None,2021-03-23 10:45:58
1374311451788152835,apareek621, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,,None,None,2021-03-23 10:45:58
1374311453033906179,Biswaji39516992," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",India,None,None,2021-03-23 10:45:58
1374311453558247430,GODS_HOAGIE, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors.,,None,None,2021-03-23 10:45:58
1374311454782853120,farm_strong," : Today marks one year since the 1st national lockdown was introduced in response to the Covid-19 pandemic.

We cannot bri…",Melbourne,None,None,2021-03-23 10:45:58
1374311458876628995,AmandaGillender, Preparation of a COVID-19 vaccine that can be given in tablet ,Herefordshire,None,None,2021-03-23 10:45:59
1374311460738842625,OddUnni," : Michigan has the second-highest number of cases of the COVID-19 B.1.1.7 variant in the U.S., leading some public health ex…",,None,None,2021-03-23 10:46:00
1374311461380579328,MOVIESTVMAD," Pakistan can be saved from COVID-19 by a complete lockdown for 15 days.
The people have to sacrifice f… ",Cyprus,None,None,2021-03-23 10:46:00
1374311461816786947,IrfanMohammed_,ICO Guidance On COVID-19 Workplace Testing ,"Lambeth, London",None,None,2021-03-23 10:46:00
1374311464580780038,HelpHumanity1st, : Merkel and regional leaders agree to extend Germany’s lockdown until April 18 after Covid-19 contagion rates nearly doubled…,,None,None,2021-03-23 10:46:01
1374311464761131020,HARENDR21921303, : FT:  Tory PM Cameron personally lobbied senior figures in the Treasury and Downing Street to secure greater access to s…,jogither,None,None,2021-03-23 10:46:01
1374311464912162817,NEFeghali," : It is believed that over 1,000 health and care workers have died after testing positive for COVID-19 since March 2020.…",,None,None,2021-03-23 10:46:01
1374311466925494276,ninaesmino, : #BiggBoss13 #ShehnaazGill #KartikAaryan #Covid19 #Canada Shehnaaz Gill wishes her crush Kartik Aaryan a speedy recovery…,ILG // MNL,None,None,2021-03-23 10:46:01
1374311467227488258,BEgbuchulam, : SPT will observe the one minute of silence at noon today for a moments reflection to remember those who have died during…,Nigeria,None,None,2021-03-23 10:46:01
1374311467852382208,DRHAAN300,US Officials Question AstraZeneca COVID-19 Vaccine Trial Results ,,None,None,2021-03-23 10:46:02
1374311469358145536,FaizanKhalil8," : ""Know your place pesky Celts"" - or, as Unionists say ""Family of Nations"".

There are people alive in Wales &amp; Scotland today b…",karachi,None,None,2021-03-23 10:46:02
1374311469949534208,PrivacyLaw_,Gambia: WHO Recommends Use of Covid-19 Astrazeneca Vaccine  ,WorldWide,None,None,2021-03-23 10:46:02
1374311469861453830,McphailMerritt," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…",,None,None,2021-03-23 10:46:02
1374311473002991616,UrsulaKretzsch, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,,None,None,2021-03-23 10:46:03
1374311473867071489,tb_or_not_tb_uk," : Every adult above 45, irrespective of co-morbid conditions, will now be vaccinated against COVID-19 from the 1st of April…",East Kent,None,None,2021-03-23 10:46:03
1374311473829187584,Ningwa_Sam, _ZA: We've partnered with  to host 3 virtual Impact Management and Measurement (IMM) Labs in 2021. Through the power…,📍🇦🇺,None,None,2021-03-23 10:46:03
1374311474034786305,Bell45, _Health: Germany is extending its lockdown until April 18 and calling on citizens to stay at home for five days over the Easter…,Glasgow,None,None,2021-03-23 10:46:03
1374311474915512329,IndependentNGR," : Liza Soberano on COVID-19 situation in the country: ""Where is the support for the poor in the country?""
…","Lagos, Nigeria",None,None,2021-03-23 10:46:03
1374311475788054532,lord_prefab, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,159 km2,None,None,2021-03-23 10:46:03
1374311476073099268,ZyiteGadgets," : Truth be told, COVID-19 took so much away from us. We smile, laugh and live through the pain just so we can go on living bu…",http://www.zyite.com/,None,None,2021-03-23 10:46:04
1374311477071519744,fashionReigns,DOH warns against jumpers in COVID-19 vaccination line; says vaccines should be given only to healthcare workers fo… ,United States,None,None,2021-03-23 10:46:04
1374311477105025029,secksaddict,Requirement for Proof of Negative COVID-19 Test or Recovery from COVID-19 for All Air Passengers Arriving in the Un… ,princeton nj,None,None,2021-03-23 10:46:04
1374311477465731075,ParagonWorli18, : KENYA AIRWAYS reports worst-ever loss of Sh36.2bn for 2020 as revenues decline by 59pc on account of Covid-19 disruptio…,Mumbai,None,None,2021-03-23 10:46:04
1374311478258499584,desiree_rsa," : AstraZeneca’s Vaccine Is found to be 79% effective in preventing symptoms of COVID-19 in a U.S. study, but 100% effective…","Johannesburg, South Africa",None,None,2021-03-23 10:46:04
1374311481953636352,McphailMerritt,The COVID-19 vaccines do not contain aluminum #SmartNews  ,,None,None,2021-03-23 10:46:05
1374311484524613635,WomanityMP,"This time last year we headed into our first lockdown. As we reflect today, we think about what our experiences hav… ",Kenya,None,None,2021-03-23 10:46:06
1374311485971791872,ninetiescinema,"Hindi gets ng DDS ang  power
point ni  how yowill control people to go out
to provide a stimulus packa… ",18 london,None,None,2021-03-23 10:46:06
1374311486198312966,Ray_Maota,"After 4 straight days of over 7,000 reported COVID-19 cases, the Philippines on Tuesday, March 23, logged 5,867 new… ",Emjipa,None,None,2021-03-23 10:46:06
1374311487406182401,shecrisostomo, : Navajo Nation has reported 0 new COVID-19 cases for the first time in six months!!!!!,Philippines,None,None,2021-03-23 10:46:06
1374311487431397376,CIECambridge,"Gambia: Gambia Records One New Covid-19 Related Death, 39 New Cases  ","900 NE 23 Ave, Homestead, FL",None,None,2021-03-23 10:46:06
1374311489411108864,daglaxx," _CoJ: MEDIA ADVISORY
Date: 23 March 2021
SPEAKER OF COUNCIL TESTED POSITIVE FOR COVID-19
The Speaker of Council, Cllr Nonceba Mo…",PlanetEarth,None,None,2021-03-23 10:46:07
1374311490052820992,AidanKe42592122,"NEWS: COVID-19 - Rochdale Infirmary marks 5,000 surgeries carried out throughout the pandemic. Read more:… ",,None,None,2021-03-23 10:46:07
1374311492758220800,JamieBabsLife," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",United States,None,None,2021-03-23 10:46:08
1374311493127258114,Fed_IP," : So if you get tested for COVID-19 three times and are positive all three times, should it count as one positive test or…","England, United Kingdom",None,None,2021-03-23 10:46:08
1374311493785772040,LadyLizz8, : Always heartwarming to watch this government exploit a pandemic to enrich their friends and donors. …,"Abu Dhabi, United Arab Emirate",None,None,2021-03-23 10:46:08
1374311494586920964,rapplerdotcom," : The ""NCR Plus"" COVID-19 ""bubble"" (2021) reminds me of this scene from the Simpsons Movie (2007). ",Philippines,None,None,2021-03-23 10:46:08
1374311495455019012,1golfingdoc, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:46:08
1374311501184565255,ZyiteGadgets," boss,  today took lead by receiving the Covid-19 vaccine jab as the vaccination exercise was… ",http://www.zyite.com/,None,None,2021-03-23 10:46:10
1374311503076204550,Neli_Ngqulana," : FYI!!

The FEMA Funeral Reimbursement Program will launch in  April. FEMA is reimbursing up to $7,000.00 for COVID-19 f…","Johannesburg, South Africa",None,None,2021-03-23 10:46:10
1374311506871980033,NCAlliance_NHS," : Situation at The Medical City.

Hospital has declared full capacity for COVID-19 patients. All 120 beds reserved for patien…",Greater Manchester,None,None,2021-03-23 10:46:11
1374311509631848451,davearchibald47, : Great news! Let’s keep it up Minnesota ,"Gateshead, England",None,None,2021-03-23 10:46:12
1374311510755966978,RenovateCSRA, : The end of bodily autonomy - the end of Great Britain? ,"Augusta, GA",None,None,2021-03-23 10:46:12
1374311511548649472,JoeParr03641778, : Today we will think about those who have lost their life during the Covid-19 pandemic. At AfPP we will join the minute’…,,None,None,2021-03-23 10:46:12
1374311511599017985,itsmetiesto, : me driving to the closest covid-19 vaccine clinic so i can get my free krispy kreme donut ,+63,None,None,2021-03-23 10:46:12
1374311512563679239,ZAKMlNAJ,U.S. health body questions AstraZeneca's COVID-19 vaccine trial data ,,None,None,2021-03-23 10:46:12
1374311512534351878,wadadamichael," : BREAKING: Firm awarded £16.2m across multiple Covid-19 contracts has extensive links to the Conservatives.

Softcat Plc…",Luzira,None,None,2021-03-23 10:46:12
1374311513205436419,DudesItsIvan," : #ShehnaazGill wishes her crush #KartikAaryan a speedy recovery after he tests Covid-19 positive.

#COVID19 #Shehnaazian ht…",Miami,None,None,2021-03-23 10:46:12
1374311516426489858,honeybe02577966,Learn more and contribute at the link above - and here:,"Dubai, United Arab Emirates",None,None,2021-03-23 10:46:13
1374311517319950339,CoronaUpdateBot," _warmers: Mzava! 
The Malawi Captain presented an expired Covid-19 certificate and missed a flight yesterday.

He then went for anoth…",,None,None,2021-03-23 10:46:13
1374311517190041600,DailyDekhoNews, : No ICU Beds Available As 10 Doctors Admitted With COVID-19 – KMPDU  ,,None,None,2021-03-23 10:46:13
1374311518280454144,gabedreaming," _Blundell_UCL: The pandemic has affected inequalities in education, training, wages, employment and health, including how these vary b…",,None,None,2021-03-23 10:46:14
1374311518381150209,HurricaneLaura0, : “An Arizona man has been arrested after he cut off and held at gunpoint a caravan of National Guardsmen transporting COVID-…,,None,None,2021-03-23 10:46:14
1374311519199051778,hscwru," _Global: To mark World TB Day, our colleague   will be a key speaker at a special #EndTB webinar. The webinar will…","London, England",None,None,2021-03-23 10:46:14
1374311520159596549,leomujahid1604,"#Karnataka
#COVID19
#vaccine
#COVID19Vaccine
Starting April 01st, anyone above 45 years can get the Covid-19 vaccin… ",,None,None,2021-03-23 10:46:14
1374311520105025538,gedhurst, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,Europe,None,None,2021-03-23 10:46:14
1374311521908617218,lj_autumn," : Being protected from COVID-19 is the most obvious benefit of getting vaccinated, but here's another one: free doughnuts. 

Star…",Published on Amazon,None,None,2021-03-23 10:46:14
1374311522214817793,SoooooperSam," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…",,None,None,2021-03-23 10:46:15
1374311523263377408,BoCphzen," : If this virus exists Joe could you post or link the evidence where in the world it’s been isolated. 

There’s a reward on o…",,None,None,2021-03-23 10:46:15
1374311527084392456,kula_mag, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,"Brighton, England",None,None,2021-03-23 10:46:16
1374311530712375305,Shehnaazholic," : Of the available COVID-19 vaccines, only Moderna and Pfizer (both 95%) have higher efficacy than Sputnik V (91.6%). The Chin…","Punjab, India",None,None,2021-03-23 10:46:17
1374311531006005252,ewhitmore,AstraZeneca vaccine results may have used 'outdated information'; more states make vaccines widely available: Live… ,"ÜT: 35.100683,-106.661229",US,United States,2021-03-23 10:46:17
1374311531672969217,MartinMpungah,"Because, you know, the shot is for your health...
And so is the donut 

PS: 77% of hospitalized cases were fr… ","Copperbelt, Zambia",None,None,2021-03-23 10:46:17
1374311532713144320,ninaluclv1, : I hope charlotte flair give COVID-19 a figure eight  #WWERaw #WWEThunderDome #WWEFastlane #WrestleMania #CharlotteFlai…,Kenya,None,None,2021-03-23 10:46:17
1374311535523328003,TheIFS," : You hear Brazil is getting hit hard by a Covid-19 variant? Not in Maxaranguape, in northeast Brazil that adopted #Ivermect…","London, UK",None,None,2021-03-23 10:46:18
1374311538157355012,NiteniteMelissa,"Covid-19 live updates: NIH questions AstraZeneca trial data, calls it ‘incomplete’ 
By Erin Cunningham

",,None,None,2021-03-23 10:46:18
1374311539747000322,FChilePositivo, : Thank goodness Governor DeSantis defeated COVID-19 before tonight’s festivities in Miami Beach ,"Santiago, Chile",None,None,2021-03-23 10:46:19
1374311541307174912,KiranParashar21," _1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Bengaluru, India",None,None,2021-03-23 10:46:19
1374311543085486085,Chaoticag, : The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,,None,None,2021-03-23 10:46:20
1374311545287577603,MULTiVersesNews,"  Regardless, we have no choice. Unless our borders remain close for eternity. We are going t… ",an Earth among many,None,None,2021-03-23 10:46:20
1374311549964271616,Logan1Bill," : Spain will resume use of the Oxford-AstraZeneca Covid-19 vaccine on Wednesday, and is also raising the age limit for r…",UK,None,None,2021-03-23 10:46:21
1374311552346509314,CarlHen10428180," : 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…","Sydney, New South Wales",None,None,2021-03-23 10:46:22
1374311556306116609,arminder_mann, : The below information is false and does not come from SASSA. The special COVID-19 SRD grant has only been extended until…,,None,None,2021-03-23 10:46:23
1374311559569272836,JICHOdaDOG," _pcaa Pakistan can be saved from COVID-19 by a complete lockdown for 15 days.
The people have… ",Nairobi,None,None,2021-03-23 10:46:23
1374311561041489923,usatodaysun21,_Bray what is the death-rate in Ireland from Cancer (with full treatment services available) vs Covid-19 ?,"California, USA",None,None,2021-03-23 10:46:24
1374311563071471619,PrincessMarthaD,It's astraZeneca again ? ,"Miami Beach, FL",None,None,2021-03-23 10:46:24
1374311564610695168,JT82511721," : As expected, the  domestic trade sector experienced another tough start to the new year. Much of the performance of the sect…",,None,None,2021-03-23 10:46:25
1374311566200410113,Teemcc2,B.C. frontline workers to be eligible for COVID-19 shot in April ,,None,None,2021-03-23 10:46:25
1374311568230453248,bbttychmbrs, : How the COVID-19 pandemic is affecting every state: Latest updates.  ,Houston Texas,None,None,2021-03-23 10:46:25
1374311569144811521,fem2828, _tarello: The Minnesota Department of Health reported 0 additional COVID-19 deaths this Monday across Minnesota... ,"Cleveland, Ohio, USA",None,None,2021-03-23 10:46:26
1374311569513799682,CharlyGrace6,"RT @BrunoAmato_1: I’m Bruno Amato. I’m running for Congress to defeat Republican Kevin McCarthy, who voted AGAINST COVID-19 relief for thou…","Vancouver, British Columbia",None,None,2021-03-23 10:46:26
1374311570487005186,suzebuz3,RT @nayadontgiveaf: The vaccine is 94% effective and millions of people have been given it and 3 so far have caught COVID still which out o…,zij/haar/die/hun,None,None,2021-03-23 10:46:26
1374311572651134977,ellisjones_p,"@doctuhjay @billbowtell Regardless, we have no choice. Unless our borders remain close for eternity. We are going t… https://t.co/McVlsv6mMA","Paris, France",None,None,2021-03-23 10:46:27
1374311574891069440,FayezNoseir,"RT @elpaisinenglish: Spain will resume use of the Oxford-AstraZeneca Covid-19 vaccine on Wednesday, and is also raising the age limit for r…","Cairo, Egypt",None,None,2021-03-23 10:46:27
1374311575801171970,BillSpadea,"RT @michellemalkin: 1)AstraZeneca vaxx: NOT SO ""SAFE"" AND ""EFFECTIVE"" AFTER ALL.

2)Gee, thanks for your ""concern,"" NIAID.

3)Silicon Valle…",Princeton NJ,None,None,2021-03-23 10:46:27
1374311576161951746,TinyOneGirl,RT @OfficialSASSA: The below information is false and does not come from SASSA. The special COVID-19 SRD grant has only been extended until…,"Durban, South Africa",None,None,2021-03-23 10:46:27
1374311576644243460,FaizanKhalil8,"@ShehzadRoy @official_pcaa Pakistan can be saved from COVID-19 by a complete lockdown for 15 days.
The people have… https://t.co/PeiDHDmmAW",karachi,None,None,2021-03-23 10:46:28
1374311576921051142,ogmaconnect1,@Jennifer_Bray what is the death-rate in Ireland from Cancer (with full treatment services available) vs Covid-19 ?,"Dublin City, Ireland",None,None,2021-03-23 10:46:28
1374311580540698625,batalaale,It's astraZeneca again ? 🤔,Qatar ...somaliland ,None,None,2021-03-23 10:46:28
